1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1
1,1,1,1,1,1,1,1,85,85,85,85,85,85,85,85,85,1,1
1,1,1,1,1,1,1,1,85,85,85,85,85,85,85,85,85,1,1
1,1,1,1,1,1,1,1,85,85,85,85,85,85,85,85,85,1,1
1,1,1,1,1,1,1,1,85,85,85,85,85,85,85,85,85,1,1
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,20,4,85,85,85,85,85,1,1
1,1,1,1,1,1,1,1,1,1,1,1,85,85,85,85,85,1,1
1,1,1,1,1,1,1,1,1,1,0,0,85,85,85,85,85,1,1
1,1,1,1,1,1,1,1,1,1,0,0,85,85,85,85,85,1,1
1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,93,93,93,93,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,93,93,93,93,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,93,93,93,93,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,93,93,93,93,0,0,1,1
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,1,1,85,85,85,85,0,0,0,1,1,85,85,85,85,1,1
1,1,1,1,85,85,85,85,0,0,0,1,1,85,85,85,85,1,1
1,1,85,85,85,1,1,1,0,0,0,85,85,85,85,1,1,1,1
1,1,85,85,85,1,1,1,0,0,0,85,85,85,85,1,1,1,1
1,1,1,1,1,1,1,1,85,85,85,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,85,85,85,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,85,85,85,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,85,85,85,1,1,1,1,1,1,1,1
