-1,16,-1,-1,-1,-1,-1,16,-1,-1,-1,16,-1,-1,-1,-1,-1,16,-1
-1,16,16,16,16,16,16,16,-1,-1,-1,16,16,16,16,16,16,16,-1
-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1
-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1
-1,16,-1,-1,-1,-1,-1,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1
-1,16,14,14,14,14,14,24,14,14,14,14,-1,-1,-1,-1,-1,16,-1
-1,24,-1,-1,-1,-1,-1,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,-1
-1,24,-1,-1,-1,-1,-1,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,-1
-1,24,-1,-1,-1,-1,-1,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,-1
-1,24,14,14,14,14,14,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,-1
-1,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,-1
-1,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,-1
-1,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,-1
-1,24,24,24,14,14,14,14,24,24,24,24,-1,-1,-1,-1,-1,24,-1
-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1
-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1
-1,16,-1,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1
-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1
-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1
-1,16,14,-1,14,14,-1,-1,14,14,14,14,14,14,14,14,14,16,-1
-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1
-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1
-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1
-1,16,24,24,24,24,24,24,24,24,24,-1,-1,-1,-1,14,14,16,-1
-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1
-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1
-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1
-1,16,14,14,-1,-1,-1,-1,14,14,14,14,14,14,14,14,14,16,-1
-1,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,-1
-1,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,-1
-1,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,-1
-1,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,-1
-1,24,16,16,16,16,16,16,-1,-1,-1,16,16,16,16,16,16,24,-1
-1,24,-1,-1,-1,-1,-1,16,-1,-1,-1,16,-1,-1,-1,-1,-1,24,-1
-1,24,-1,-1,-1,-1,-1,16,-1,-1,-1,16,-1,-1,-1,-1,-1,24,-1
-1,24,-1,-1,-1,-1,-1,16,-1,-1,-1,16,-1,-1,-1,-1,-1,24,-1
